hex_id,lcz,svf,plan_area,wall_area_m2,height
23617,3,0.874730884116,11522.85452168061,20639.679757470403,6.258412698412698
23618,3,0.857948274271,14595.16711966589,23804.535503103874,6.403098591549296
23619,3,0.854860988239,10762.6215709689,20620.618911588936,5.904696969696969
23620,6,0.860275281615,12187.35460956461,22305.21814657144,7.1850000000000005
23621,3,0.881178981587,17276.72279220074,26060.53009980083,6.596396396396397
23622,3,0.858879240019,15618.27909076877,31303.29193740524,6.904375
23623,17,0.977067513772,1448.432587289,2210.3975175984574,6.511666666666667
23624,17,0.999435283873,0.0,0.0,0.0
23625,17,1.0,0.0,0.0,0.0
23626,17,0.998904355591,140.712044264,140.0489037954,3.35
23627,17,1.0,0.0,0.0,0.0
23628,17,1.0,0.0,0.0,0.0
23629,17,1.0,0.0,0.0,0.0
23630,17,1.0,0.0,0.0,0.0
23631,17,1.0,0.0,0.0,0.0
23632,17,1.0,0.0,0.0,0.0
23633,17,1.0,0.0,0.0,0.0
23634,17,1.0,0.0,0.0,0.0
23635,17,1.0,0.0,0.0,0.0
23636,17,1.0,0.0,0.0,0.0
23637,17,1.0,0.0,0.0,0.0
23638,17,1.0,0.0,0.0,0.0
23639,17,0.999999568615,0.0,0.0,0.0
23908,6,0.949394129695,7107.482098348608,9761.77706862023,5.851351351351352
23910,6,0.979639474054,1247.6070793875,1738.8242989005762,4.682222222222222
23911,14,0.963373603345,1458.4056960347,2711.995468560665,6.288333333333334
23912,14,0.98236840059,0.0,0.0,0.0
23913,9,0.948731126905,4323.712223092264,7345.0131090036475,6.27590909090909
23914,12,0.945462513835,0.251231652253,0.0,0.0
23915,12,0.894556484314,1501.7929586373,1766.7163618567658,5.296
23916,12,0.84570581929,0.0,0.0,0.0
23917,14,0.963509821688,0.0,0.0,0.0
23918,14,0.95775553312,0.0,0.0,0.0
23919,12,0.98751692479,0.0,0.0,0.0
23920,14,0.998437580849,0.0,0.0,0.0
23921,14,0.997744370372,0.0,0.0,0.0
23922,8,0.888144699538,8970.90188576922,14635.79684797636,3.8531578947368423
23923,6,0.898342014488,10438.06698602368,16153.305283389813,3.841415094339623
23924,8,0.894663094276,8612.33438879139,14967.285430255019,4.1467777777777775
23925,8,0.894757453601,7755.13761286601,12729.089154307827,4.06325
23926,12,0.941822299577,227.786412228,304.77320908760703,4.505
23927,14,1.0,0.0,0.0,0.0
23928,14,0.976981063496,0.0,0.0,0.0
23929,14,0.998357741162,0.0,0.0,0.0
23930,14,1.0,0.0,0.0,0.0
23931,8,0.986709099816,813.1468524888,1435.008717295728,7.9399999999999995
23932,12,0.999999785996,0.0,0.0,0.0
23933,9,0.993947335962,38.203350004399994,109.6298896031,2.98
