hex_id,per_low_infra,per_high_infra,per_grass,per_shrub,per_tree,per_water,per_dry_grass,per_bare,lcz
56904,31.95002587417757,34.37549592173677,10.225869249156009,9.832187476898056,7.710307779502723,0.0,5.906113698528869,0.0,6
56905,23.990218091995672,37.1995394893773,9.673778690738335,8.065145693653982,12.233693370105843,0.0,8.837624664128864,0.0,6
56906,36.503585421749094,28.508710973115498,13.983292673911436,8.475690594120401,7.52076094724132,0.0,5.0079593898622505,0.0,6
56907,27.265693073796186,36.620424948054456,5.065035425480324,3.819229510588217,14.793735781509358,0.0,12.435881260571461,0.0,6
56908,29.76513169696981,26.247134129632947,8.950090978447076,6.940186845876792,14.510323047413271,0.0,13.587133301660083,0.0,6
56909,23.481751047782012,14.640757636093378,16.055608344405847,3.958999491387093,21.932551620267237,1.3859701692616437,18.544361690802777,0.0,9
56910,42.98297232695103,15.882210886868238,6.971045563194599,5.183903797343584,16.931864665730266,0.0,12.048002759912274,0.0,6
56911,32.53910208137019,42.62284578777831,10.432774384834664,1.6789154322618296,5.459506132925393,0.0,7.266856180829632,0.0,2
56912,59.57974462951171,25.018481537190766,2.57322138614486,2.599539095104512,4.0199068333389185,0.0,6.209106518709229,0.0,8
56913,36.54626549370394,29.517951750819343,8.704073334811856,5.179665360636751,14.378255834010988,0.0,5.6737882260171,0.0,2
56914,44.91776939947267,9.256745767723812,15.132007589758754,11.649294004583425,7.488824819496809,0.0,11.55535841896454,0.0,9
56915,16.790813434858677,23.180897464330602,27.873635445159064,3.4908947537024715,8.785786451787782,0.0,19.877972450161405,0.0,6
56916,2.3061015686143085,9.986042743113533,20.237233939790602,4.795638554359376,31.521419855183602,0.0,31.15356333893858,0.0,9
56917,0.698061356853066,5.700900126561816,23.7974656094878,8.68150975235677,31.01700896183826,0.0,30.105054192902287,0.0,11
56918,1.4378128921162274,9.673473451174784,2.722943795483018,3.547958802476425,45.710661224393235,0.0,36.907149834356304,0.0,11
56919,1.3702964441487397,9.199181883147286,14.062837288386191,7.371725684433602,45.08720829945048,3.3599960572681797,19.54875434316552,0.0,11
56920,0.6588298377764592,4.669471260470408,7.400303195778128,1.9718568080068921,22.150245533382094,0.0,63.149293364586036,0.0,12
56921,1.0371366276204408,5.111953980388833,17.77927382693756,6.470817841667619,34.23092997307111,6.315868328398342,29.05401942191609,0.0,11
56922,0.6456216991974577,10.404661881509197,8.94506400033119,7.2000126167293885,56.996173582540024,0.0,15.808466219692743,0.0,11
56923,0.8326072128407017,13.883653812034018,7.820416274035903,7.80198398460756,49.718390102156285,0.0,19.942948614325537,0.0,11
56924,1.0996279046844581,10.786230009117567,4.656563416377122,7.12520637736872,56.585594243611546,0.7210270816391908,19.0257509672014,0.0,11
56925,0.37091213039389836,15.592996138097991,6.074462359762097,6.990456627035681,50.59160632650124,4.287913764654627,16.09165265355447,0.0,11
56926,1.0188019023681032,7.509524161553436,6.429708484266035,7.12954338237106,40.596535324412905,1.0280673221458319,36.28781942288263,0.0,11
56927,0.5000359773569357,16.9444480038481,14.342545836631258,5.125836966389263,37.27806159914916,2.862319090571271,22.946752526054016,0.0,11
56928,17.69255108065564,19.786145804481517,13.320742851566697,6.844201659301958,23.273400405905043,0.0,19.082958198089152,0.0,6
56929,10.347383559037857,13.453067291457003,16.31183793038529,6.392338498630396,27.491037695398937,0.0,26.00433502509051,0.0,11
56930,14.07121559350435,28.639412532958772,5.125748502994012,7.538404672137207,23.3335797540721,0.0,21.291638944333556,0.0,6
56931,15.14153886490946,17.442216914877573,9.905897033790131,5.8208406479078425,23.33491370855581,0.0,28.35459282995918,0.0,9
56932,21.11813792845131,35.914505887478484,6.784153387887545,9.64578532240672,14.061936313115682,0.0,12.47548116066025,0.0,6
56933,31.687408701206277,25.403981760940578,8.817023910673555,10.076528349199528,10.899671373626699,0.0,13.115385904353364,0.0,6
56934,36.16930468021519,21.29161795754865,5.709168616674191,4.898642321635917,18.878175620930364,0.0,13.053090802995685,0.0,6
57094,0.0,0.0,0.45687784378875657,0.3986599037975631,0.00985075126754542,0.0,99.13461150114614,0.0,14
57095,0.0,0.0,0.0632418231376416,0.00029552253802636255,0.0,0.0,99.93646265432433,0.0,14
57096,0.0,0.014382096850616312,0.36615242461466324,0.2866568618855717,0.08008660780514427,0.0,99.252722008844,0.0,14
57097,0.0,0.0,0.16578830714672707,0.04974634290498941,0.0,0.0,99.78446534994829,0.0,14
57098,5.414175245037679,1.380091612077033,5.2011032852287835,0.48130818105698664,3.519775402649855,0.0,84.00354627394968,0.0,14
57099,0.0,0.0,3.1393390139388266,0.018125400187164457,0.0,0.0,96.842535585874,0.0,14
57100,0.0,0.0,1.9276935155459631,0.03595524212654078,0.0,0.0,98.0363512423275,0.0,14
57101,0.0,0.0,1.8164803231049598,0.10353149780820568,0.0,0.0,98.07998817908684,0.0,14
57102,0.062355255523562504,0.000492537563377271,4.4283067248123675,0.6896510962408549,0.0036447779689918053,1.691275485124873,93.12427412276597,0.0,14
57103,0.0,0.0,2.9126758731969398,0.04482100657144912,0.0,0.0,97.04250312023161,0.0,14
57104,0.0,0.0,0.20292527621479345,0.028862672782007028,0.0,0.0,99.76821205100319,0.0,14
57105,0.0,0.0,7.010484154574049,0.0987045277008051,0.0,0.0,92.89081131772514,0.0,14
57106,0.0,0.0,2.043439842939622,0.0656060034418525,0.0,0.0,97.89095415361852,0.0,14
57107,0.0,0.0,8.475693247303354,0.5675023395557307,0.0,0.0,90.95680441314092,0.0,14
57108,0.0,0.0,5.456035604555382,0.0001970150253509084,0.0,0.0,94.54376738041928,0.0,14
57109,0.0,0.0,2.0182219196947053,0.25838520574771634,0.005220898171799072,0.0,97.71817197638579,0.0,14
57110,0.0,0.0,0.3711763077611114,0.0,0.0,0.0,99.62882369223888,0.0,14
57111,0.0,0.0,9.403160918407957,0.5475063734549052,0.0,0.0,90.04933270813714,0.0,14
57112,0.0,0.0,15.63511241184809,0.10008363287826146,0.003546270456316351,0.0,84.26125768481734,0.0,14
57113,0.0,2.4970718584168434,12.318093206021974,0.4425951264297162,1.2267164721631998,0.0,83.51552333696827,0.0,14
57114,0.0,0.020292567600847165,5.003595527754519,2.108555385903561,0.0017731369748313058,0.0,92.86578338176624,0.0,14
57115,0.0,1.8286988695244437,5.458809946923996,0.28173231883429806,0.13298553511409175,0.0,92.29777332960317,0.0,14
57116,0.0,0.0,6.6741860808747475,0.10589568044131409,0.0,0.0,93.21991823868393,0.0,14
57117,0.0,0.9115903182685497,14.27356969272491,1.6717742912616769,3.7230002689260395,0.0,79.42006542881883,0.0,14
57118,0.0,0.0,10.208727568608019,1.0038900616755537,0.0,0.0,88.78738236971643,0.0,14
57119,1.408363296064621,1.057577697877161,33.159730089149384,2.6088755356351276,5.903364034871694,0.0,55.86208934640201,0.0,14
57120,0.0,0.5652372213340111,14.683657275926983,1.2757733101249176,7.10634596497657,0.0,76.36898622763752,0.0,14
57121,7.2541003792542975,1.5528739595133723,7.963158153967394,0.05762695168201744,0.03240900359552776,0.0,83.13983155198738,0.0,14
57122,7.513357605560547,0.5417907860103708,32.565172506186265,2.0974198937696027,6.089334405094015,0.0,51.19292480337919,0.0,14
57123,39.09767029503029,1.4862828153474856,27.679751760823525,3.4265872038614984,1.0762941437226026,0.0,27.233413781214598,0.0,6
57124,29.575826232576468,1.2769541447076787,15.872235630202432,0.27276757129488255,0.08570162045017976,0.0,52.91651480076836,0.0,14
57125,14.898980446239472,2.3036989607447174,6.223218243609319,0.04748066788159385,0.10372851302763138,0.0,76.42289316849727,0.0,14
57126,46.81136106845189,2.6283774532064688,7.548236666269353,1.8333233184028779,0.04807166618562164,0.0,41.130629827483794,0.0,14
57127,9.37103814316913,3.544307288880746,12.16668686074655,1.1532297229273734,0.7254107525102227,0.0,73.03932723176598,0.0,14
57128,3.0765836052138007,0.19208946049458606,9.631759578861098,0.1265820290951503,0.09456711901271929,0.0,86.87841820732265,0.0,14
57129,0.21218580935981748,0.2914845914093315,5.973316206109848,0.4586523344379342,0.35955348382698876,0.0,92.70480757485609,0.0,14
57130,18.859460316741057,1.2144991237756748,15.207195776785916,2.0761443371478725,4.311082784728577,0.0,58.3316176608209,0.0,14
57131,20.18883908781953,2.430478254445156,15.016500024626902,1.1253509333596021,1.6351278136236025,0.0,59.6037038861252,0.0,14
57132,0.0,0.2070627916438047,4.964778638842891,3.1801180317016877,1.81421286094384,0.0,89.83382767686777,0.0,9
57133,0.021277664658094525,0.37344271629090897,11.733055935631125,2.4986479817248504,2.6935947333839665,2.7508277110059707,79.92915325730509,0.0,9
57134,0.17731352281581755,0.3449733093894406,5.263748939812895,0.8954332902198786,2.8067745586617163,4.339551455891783,86.17220492320848,0.0,14
57135,0.0,0.0019701463720247095,13.158016574841428,0.8696226086117067,0.026695483340934814,0.0,85.9436951868339,0.0,14
57136,0.10500911195389843,0.26754666798010146,19.18061370240851,4.154164409200611,2.089740432448407,4.2003644781559375,70.00256119785253,0.0,9
57137,0.002068655728403234,0.1950446829637335,15.152115151228584,7.448539726070578,3.5951266411335445,14.569640802559617,59.03746434031554,0.0,9
57138,0.0,0.09240004688957604,21.49768852121507,4.623844137473144,2.240257853265179,0.43530469851283204,71.1105047426442,0.0,12
57139,0.018814934921011755,0.19534039763542568,20.18202218192171,10.419336630708143,5.416632599485201,8.812285068920783,54.955568186407746,0.0,9
57140,0.0,0.19169561966643386,17.144543028574073,4.061858777659678,1.8076128575945845,0.0,76.79428971650523,0.0,9
57141,0.019405979997064473,0.24538221407455635,30.4466035102167,7.957436873923188,5.036787630608647,5.988173188028184,50.30621060315164,0.0,12
57142,0.0,0.46643353199034626,26.958479042506035,3.5684381618480026,8.457863369945327,23.164162931586468,37.38462296212382,0.0,9
57143,0.455400679702507,0.6820666896517755,14.32280943702901,7.335467664877112,6.302319854208737,0.0,70.90193567453086,0.0,14
57144,0.0,0.8848921146783929,26.184650180465585,5.851734518574558,7.147304049048812,0.0,59.931419137232645,0.0,9
57145,0.0,0.2628183027138846,24.240260060089643,2.8017534354528886,2.3639856178889818,1.125449440969315,69.2057331428853,0.0,14
57146,0.0,1.8738099061124895,29.206492433145414,8.903700040683603,19.127400751218293,6.090029956134605,34.798566912705596,0.0,12
57147,0.13899410038506588,0.7167406622266048,42.67857688166588,4.277885752956949,7.6851621088882345,7.618768045344978,36.88387244853229,0.0,14
57148,3.2262195476338,0.04422987319127893,15.46193620456464,4.541688871901815,0.7743675571417454,0.0,75.95155794556672,0.0,14
57149,0.0,0.7849070878055701,21.560909105237446,9.148876227402399,10.004905669298784,0.0,58.5004019102558,0.0,12
